,Country,Water Body ID,Year,Unit of Measure,Value,Population Density,GDP
1909,France,FRCR22,2009,Cel,14.4417,122.299437237519,2806036371233.86
1911,France,FRCR165,2009,mg{O2}/L,3.0,122.299437237519,2806036371233.86
1915,France,FRCR165,2009,Cel,11.5167,122.299437237519,2806036371233.86
1922,France,FRCR295,2009,mg{O2}/L,7.16667,122.299437237519,2806036371233.86
1926,France,FRCR176,2009,[pH],7.678560000000001,122.299437237519,2806036371233.86
1938,Spain,ES12105,2009,mg{O2}/L,2.25,93.6771974435832,1464508831011.81
1941,France,FRDR519,2008,[pH],7.96496,122.299437237519,2806036371233.86
1946,France,FRDR2001C,2008,mg{O2}/L,1.05833,122.299437237519,2806036371233.86
1950,France,FRDR515,2008,mg{O2}/L,0.8,122.299437237519,2806036371233.86
1951,France,FRGR0381,2009,Cel,12.325,122.299437237519,2806036371233.86
1952,France,FRGR0359B,2009,Cel,13.425,122.299437237519,2806036371233.86
1955,Spain,ES030MSPF0718010,2009,Cel,15.475,93.6771974435832,1464508831011.81
1956,Spain,ES080MSPF10-03,2009,Cel,11.0,93.6771974435832,1464508831011.81
1961,Spain,ES030MSPF0602021,2009,mg{O2}/L,5.1667,93.6771974435832,1464508831011.81
1963,Spain,ES030MSPF0603021,2009,mg{O2}/L,5.65,93.6771974435832,1464508831011.81
1964,Spain,ES12149,2009,mg{O2}/L,16.8333,93.6771974435832,1464508831011.81
1967,Spain,ES12149,2009,Cel,15.6833,93.6771974435832,1464508831011.81
1969,Bulgaria,BG4ST700R017,2009,mg{O2}/L,8.9,64.7110998526161,56792405577.3656
1973,Bulgaria,BG4ST600R1036,2009,mg{O2}/L,9.325,64.7110998526161,56792405577.3656
1975,Bulgaria,BG4ST700R021,2009,[pH],8.016,64.7110998526161,56792405577.3656
1976,Bulgaria,BG4ST400R1072,2009,mg{O2}/L,10.45,64.7110998526161,56792405577.3656
1979,Bulgaria,BG4ST700R017,2009,[pH],8.01,64.7110998526161,56792405577.3656
2007,United Kingdom,UKGB106039023030,2008,[pH],8.045,274.70898193692403,2757620259273.38
2010,United Kingdom,UKGB106039023220,2007,[pH],7.92077,274.70898193692403,2757620259273.38
2015,United Kingdom,UKGB106039023220,2006,mg{O2}/L,1.23833,274.70898193692403,2757620259273.38
2018,United Kingdom,UKGB106039023220,2008,[pH],7.94917,274.70898193692403,2757620259273.38
2020,United Kingdom,UKGB106039017170,2007,mg{O2}/L,2.1,274.70898193692403,2757620259273.38
2026,United Kingdom,UKSC005101,2008,Cel,9.475,274.70898193692403,2757620259273.38
2032,United Kingdom,UKGB106039023030,2006,[pH],8.00083,274.70898193692403,2757620259273.38
2034,United Kingdom,UKGB106039023220,2006,[pH],7.94667,274.70898193692403,2757620259273.38
2051,France,FRCR90,2009,Cel,11.5583,122.299437237519,2806036371233.86
2053,France,FRDR131,2009,mg{O2}/L,1.05833,122.299437237519,2806036371233.86
2055,France,FRDR130,2009,mg{O2}/L,2.05,122.299437237519,2806036371233.86
2060,France,FRCR132,2009,Cel,13.75,122.299437237519,2806036371233.86
2072,Spain,ES030MSPF0452010,2009,mg{O2}/L,0.925,93.6771974435832,1464508831011.81
2076,France,FRCR20,2009,mg{O2}/L,1.95833,122.299437237519,2806036371233.86
2079,France,FRCR95,2009,[pH],7.08515,122.299437237519,2806036371233.86
2080,France,FRCR87,2009,mg{O2}/L,13.4167,122.299437237519,2806036371233.86
2084,France,FRCR22,2009,mg{O2}/L,9.0,122.299437237519,2806036371233.86
2088,Spain,ES030MSPF0329010,2009,mg{O2}/L,2.25,93.6771974435832,1464508831011.81
2102,Spain,ES030MSPF0318010,2009,mg{O2}/L,0.3333,93.6771974435832,1464508831011.81
2104,France,FRCR21,2009,mg{O2}/L,9.04167,122.299437237519,2806036371233.86
2111,France,FRCR90,2009,mg{O2}/L,15.3333,122.299437237519,2806036371233.86
2122,Spain,ES030MSPF0452010,2009,mg{O2}/L,7.75,93.6771974435832,1464508831011.81
2126,Spain,ES030MSPF0329010,2009,[pH],7.75,93.6771974435832,1464508831011.81
2128,Spain,ES030MSPF0318010,2009,[pH],7.375,93.6771974435832,1464508831011.81
2129,Spain,ES030MSPF0310010,2009,mg{O2}/L,0.3333,93.6771974435832,1464508831011.81
2141,France,FRCR704,2009,mg{O2}/L,1.79167,122.299437237519,2806036371233.86
2143,France,FRCR704,2009,Cel,9.80833,122.299437237519,2806036371233.86
2144,France,FRCR176,2009,mg{O2}/L,12.2917,122.299437237519,2806036371233.86
2154,Spain,ES030MSPF0448021,2009,[pH],7.0,93.6771974435832,1464508831011.81
2166,Spain,ES13073,2009,[pH],6.7066,93.6771974435832,1464508831011.81
2184,Spain,ES014MSPFES-014-NR-111-025-02-02,2009,[pH],7.0107,93.6771974435832,1464508831011.81
2185,Spain,ES014MSPFES-014-NR-111-025-02-01,2009,mg{O2}/L,0.7867,93.6771974435832,1464508831011.81
2194,France,FRGR0460C,2009,[pH],7.53074,122.299437237519,2806036371233.86
2195,France,FRGR0504,2009,mg{O2}/L,3.2,122.299437237519,2806036371233.86
2201,Spain,ES13342,2009,Cel,8.8,93.6771974435832,1464508831011.81
2205,France,FRGR0460C,2009,mg{O2}/L,1.57273,122.299437237519,2806036371233.86
2220,France,FRGR0505B,2009,Cel,14.4167,122.299437237519,2806036371233.86
2222,France,FRGR0460C,2009,mg{O2}/L,1.975,122.299437237519,2806036371233.86
2232,Finland,FI04_423_Y01,2009,[pH],6.4086,18.1485472672831,252692239709.946
2233,Finland,FI04_922_Y01,2009,mg{O2}/L,24.25,18.1485472672831,252692239709.946
2239,Spain,ES13342,2009,mg{O2}/L,1.6667,93.6771974435832,1464508831011.81
2252,Finland,FI04-963_001,2009,mg{O2}/L,8.15,18.1485472672831,252692239709.946
2254,Finland,FI14_361_Y01,2009,Cel,16.3,18.1485472672831,252692239709.946
2290,Denmark,DKRIVERNYK_2-5_58,2007,mg{O2}/L,1.74318,137.976565849012,347519725465.965
2294,France,FRDR1414,2008,mg{O2}/L,0.983333,122.299437237519,2806036371233.86
2296,France,FRDR490,2008,mg{O2}/L,0.608333,122.299437237519,2806036371233.86
2299,France,FRDR2023,2008,Cel,7.41667,122.299437237519,2806036371233.86
2306,Spain,ES020MSPF000000260,2009,mg{O2}/L,1.4833,93.6771974435832,1464508831011.81
2308,Spain,ES020MSPF000000260,2009,Cel,13.9083,93.6771974435832,1464508831011.81
2311,Spain,ES020MSPF000000288,2009,[pH],6.975,93.6771974435832,1464508831011.81
2317,Spain,ES020MSPF000000669,2009,Cel,13.6333,93.6771974435832,1464508831011.81
2318,Germany,DERW_DENI_16062,2009,mg{O2}/L,2.0545400000000003,237.30759674834,3781698549834.74
2319,Germany,DERW_DENI_16017,2009,mg{O2}/L,2.32273,237.30759674834,3781698549834.74
2322,Germany,DERW_DENI_20001,2009,[pH],7.9125,237.30759674834,3781698549834.74
2331,Spain,ES030MSPF0807010,2009,[pH],6.925,93.6771974435832,1464508831011.81
2332,Spain,ES030MSPF0810010,2009,[pH],7.1,93.6771974435832,1464508831011.81
2346,Germany,DERW_DENI_23004,2009,mg{O2}/L,4.25,237.30759674834,3781698549834.74
2348,Germany,DERW_DENI_24038,2009,[pH],7.375,237.30759674834,3781698549834.74
2349,Germany,DERW_DENI_25092,2009,[pH],7.33333,237.30759674834,3781698549834.74
2350,Germany,DERW_DENI_24056,2009,mg{O2}/L,3.35,237.30759674834,3781698549834.74
2357,Spain,ES030MSPF0732010,2009,Cel,11.1,93.6771974435832,1464508831011.81
2360,Spain,ES030MSPF0727010,2009,mg{O2}/L,2.875,93.6771974435832,1464508831011.81
2379,France,FRDR173A,2009,Cel,13.2133,122.299437237519,2806036371233.86
2381,France,FRCR79,2009,mg{O2}/L,3.0,122.299437237519,2806036371233.86
2382,France,FRCR79,2009,mg{O2}/L,8.79167,122.299437237519,2806036371233.86
2389,France,FRDR179,2009,Cel,14.5167,122.299437237519,2806036371233.86
2391,France,FRDR175B,2009,Cel,17.2333,122.299437237519,2806036371233.86
2396,France,FRCR79,2009,[pH],7.7229199999999985,122.299437237519,2806036371233.86
2406,France,FRDR176,2009,Cel,15.5958,122.299437237519,2806036371233.86
2419,France,FRDR174,2009,[pH],8.0332,122.299437237519,2806036371233.86
2420,France,FRDR173A,2009,[pH],8.145010000000001,122.299437237519,2806036371233.86
2422,France,FRDR173B,2009,Cel,9.212,122.299437237519,2806036371233.86
2427,France,FRCR20,2009,mg{O2}/L,11.9167,122.299437237519,2806036371233.86
2437,Spain,ES030MSPF0105021,2009,mg{O2}/L,3.3333,93.6771974435832,1464508831011.81
2445,Spain,ES030MSPF0106020,2009,mg{O2}/L,0.3333,93.6771974435832,1464508831011.81
2451,Spain,ES12061,2009,mg{O2}/L,0.3333,93.6771974435832,1464508831011.81
2452,Spain,ES030MSPF0136010,2009,mg{O2}/L,20.0,93.6771974435832,1464508831011.81
2463,Spain,ES030MSPF0427021,2009,Cel,16.225,93.6771974435832,1464508831011.81
2469,Spain,ES020MSPF000000446,2009,mg{O2}/L,2.0833,93.6771974435832,1464508831011.81
2471,Spain,ES020MSPF000000446,2009,Cel,13.275,93.6771974435832,1464508831011.81
2493,Spain,ES030MSPF0106020,2009,Cel,14.275,93.6771974435832,1464508831011.81
2494,Spain,ES030MSPF0106020,2009,[pH],7.825,93.6771974435832,1464508831011.81
2495,Spain,ES12219,2009,mg{O2}/L,22.75,93.6771974435832,1464508831011.81
2498,Spain,ES12219,2009,mg{O2}/L,6.75,93.6771974435832,1464508831011.81
2506,France,FRDR136B,2008,Cel,13.985,122.299437237519,2806036371233.86
2508,France,FRDR11502,2008,Cel,14.9017,122.299437237519,2806036371233.86
2511,France,FRDR185,2008,Cel,11.6517,122.299437237519,2806036371233.86
2513,France,FRDR182,2008,mg{O2}/L,0.891667,122.299437237519,2806036371233.86
2518,France,FRDR11502,2008,[pH],7.86476,122.299437237519,2806036371233.86
2523,France,FRDR185,2008,[pH],7.68239,122.299437237519,2806036371233.86
2528,France,FRDR182,2008,mg{O2}/L,1.275,122.299437237519,2806036371233.86
2543,France,FRHR79,2008,mg{O2}/L,5.42,122.299437237519,2806036371233.86
2544,France,FRHR89,2008,mg{O2}/L,1.01,122.299437237519,2806036371233.86
2546,France,FRDR185,2008,mg{O2}/L,0.425,122.299437237519,2806036371233.86
2553,France,FRDR176,2008,[pH],7.9622600000000014,122.299437237519,2806036371233.86
2561,France,FRDR184,2008,[pH],8.153260000000001,122.299437237519,2806036371233.86
2571,France,FRGR0271A,2009,mg{O2}/L,1.64583,122.299437237519,2806036371233.86
2589,France,FRGR0283,2009,mg{O2}/L,1.15417,122.299437237519,2806036371233.86
2596,France,FRHR4-F0406000,2009,mg{O2}/L,4.84167,122.299437237519,2806036371233.86
2600,France,FRHR11A,2009,mg{O2}/L,12.3167,122.299437237519,2806036371233.86
2604,France,FRHR21,2009,Cel,12.5667,122.299437237519,2806036371233.86
2606,France,FRGR0273,2009,[pH],7.671869999999997,122.299437237519,2806036371233.86
2607,France,FRGR0144A,2009,mg{O2}/L,1.1,122.299437237519,2806036371233.86
2614,France,FRGR0284,2009,Cel,11.1417,122.299437237519,2806036371233.86
2617,France,FRGR0144A,2009,mg{O2}/L,1.30833,122.299437237519,2806036371233.86
2618,United Kingdom,UKSC005953,2009,Cel,10.0583,274.70898193692403,2757620259273.38
2621,France,FRCR22,2009,[pH],8.05,122.299437237519,2806036371233.86
2624,France,FRCR176,2009,mg{O2}/L,1.91667,122.299437237519,2806036371233.86
2626,France,FRCR176,2009,Cel,11.6583,122.299437237519,2806036371233.86
2627,Spain,ES030MSPF0450010,2009,Cel,8.9333,93.6771974435832,1464508831011.81
2632,France,FRCR156,2009,Cel,12.7833,122.299437237519,2806036371233.86
2638,Spain,ES030MSPF0310010,2009,[pH],7.875,93.6771974435832,1464508831011.81
2639,Spain,ES030MSPF0329010,2009,Cel,12.475,93.6771974435832,1464508831011.81
2645,Spain,ES12082,2009,Cel,11.7,93.6771974435832,1464508831011.81
2652,France,FRCR165,2009,[pH],7.1734,122.299437237519,2806036371233.86
2654,France,FRCR155,2009,mg{O2}/L,19.6923,122.299437237519,2806036371233.86
2657,Spain,ES030MSPF0450010,2009,[pH],7.4083,93.6771974435832,1464508831011.81
2674,Spain,ES030MSPF0422021,2009,mg{O2}/L,2.875,93.6771974435832,1464508831011.81
2676,Spain,ES030MSPF0448021,2009,mg{O2}/L,0.75,93.6771974435832,1464508831011.81
2677,Spain,ES030MSPF0448021,2009,Cel,10.2,93.6771974435832,1464508831011.81
2686,Spain,ES030MSPF0450010,2009,mg{O2}/L,0.5555,93.6771974435832,1464508831011.81
2690,Finland,FI35_633_001,2009,mg{O2}/L,20.0,18.1485472672831,252692239709.946
2694,France,FRCR212,2009,[pH],7.65373,122.299437237519,2806036371233.86
2698,France,FRHR289A,2009,[pH],8.23518,122.299437237519,2806036371233.86
2699,France,FRHR288,2009,mg{O2}/L,8.71667,122.299437237519,2806036371233.86
2700,France,FRHR268,2009,mg{O2}/L,0.833333,122.299437237519,2806036371233.86
2701,France,FRHR268,2009,mg{O2}/L,8.66667,122.299437237519,2806036371233.86
2705,France,FRHR267,2009,Cel,12.0167,122.299437237519,2806036371233.86
2708,France,FRHR311,2009,mg{O2}/L,14.9733,122.299437237519,2806036371233.86
2711,France,FRFR153,2009,[pH],8.02098,122.299437237519,2806036371233.86
2716,Spain,ES12106,2009,mg{O2}/L,3.3333,93.6771974435832,1464508831011.81
2718,Spain,ES030MSPF0304010,2009,mg{O2}/L,3.3333,93.6771974435832,1464508831011.81
2719,Spain,ES030MSPF0304010,2009,Cel,12.5,93.6771974435832,1464508831011.81
2720,Spain,ES030MSPF0111010,2009,mg{O2}/L,2.9103,93.6771974435832,1464508831011.81
2725,France,FRDR130,2009,[pH],8.08269,122.299437237519,2806036371233.86
2733,France,FRDR611,2009,[pH],7.65748,122.299437237519,2806036371233.86
2735,France,FRDR609,2009,mg{O2}/L,1.225,122.299437237519,2806036371233.86
2739,France,FRDR2007F,2008,Cel,14.2833,122.299437237519,2806036371233.86
2743,Lithuania,LT420100014,2012,mg{O2}/L,1.61,44.7230757742448,45735444769.2075
2750,Italy,FRDR74,2008,mg{O2}/L,0.491667,205.418372203713,2080644597198.96
2753,France,FRDR73,2008,Cel,6.33833,122.299437237519,2806036371233.86
2758,France,FRDR391,2008,mg{O2}/L,0.5,122.299437237519,2806036371233.86
2760,France,FRDR391,2008,Cel,10.05,122.299437237519,2806036371233.86
2765,France,FRDR281B,2008,mg{O2}/L,0.65,122.299437237519,2806036371233.86
2776,Italy,IT12N010_ANIENE_14SS4F,2008,mg{O2}/L,2.24167,205.418372203713,2080644597198.96
2778,France,FRDR281B,2008,Cel,12.0833,122.299437237519,2806036371233.86
2799,France,FRDR526B,2008,[pH],8.0592,122.299437237519,2806036371233.86
2829,United Kingdom,UKGB108044009691,2006,mg{O2}/L,1.55,274.70898193692403,2757620259273.38
2831,Spain,ES030MSPF0725010,2009,mg{O2}/L,2.0,93.6771974435832,1464508831011.81
2835,Spain,ES030MSPF0732010,2009,[pH],7.45,93.6771974435832,1464508831011.81
2855,France,FRER65,2009,Cel,12.0333,122.299437237519,2806036371233.86
2865,France,FRHR21,2009,[pH],8.01735,122.299437237519,2806036371233.86
2867,France,FRFR477A,2009,mg{O2}/L,2.98333,122.299437237519,2806036371233.86
2869,France,FRGR0126C,2009,[pH],7.4459300000000015,122.299437237519,2806036371233.86
2871,France,FRER70,2009,mg{O2}/L,0.916667,122.299437237519,2806036371233.86
2875,France,FRER65,2009,mg{O2}/L,0.766667,122.299437237519,2806036371233.86
2883,France,FRGR0127,2009,Cel,13.1917,122.299437237519,2806036371233.86
2891,France,FRGR0368C,2008,[pH],6.701160000000002,122.299437237519,2806036371233.86
2905,France,FRER33,2008,mg{O2}/L,0.98,122.299437237519,2806036371233.86
2909,United Kingdom,UKGB108045008870,2008,mg{O2}/L,1.51818,274.70898193692403,2757620259273.38
2913,Italy,IT11_R021_TR03_A,2008,[pH],8.30833,205.418372203713,2080644597198.96
2915,Italy,IT12R12RMA_ACQUEMEDIE_15SS2T,2008,[pH],7.85455,205.418372203713,2080644597198.96
2925,France,FRDR673,2008,mg{O2}/L,1.36667,122.299437237519,2806036371233.86
2928,France,FRGR0375,2008,mg{O2}/L,1.36667,122.299437237519,2806036371233.86
2932,France,FRGR0375,2008,[pH],6.87247,122.299437237519,2806036371233.86
2933,France,FRGR0375,2008,Cel,10.0083,122.299437237519,2806036371233.86
2938,France,FRDR673,2008,Cel,10.0333,122.299437237519,2806036371233.86
2946,France,FRGR0359A,2008,[pH],6.5391900000000005,122.299437237519,2806036371233.86
2952,France,FRGR0359A,2008,mg{O2}/L,1.46667,122.299437237519,2806036371233.86
2961,Spain,ES014MSPFES-014-NR-101-000-07-00,2008,[pH],7.197,93.6771974435832,1464508831011.81
2968,France,FRGR0376,2008,mg{O2}/L,1.81667,122.299437237519,2806036371233.86
2985,France,FRDR233,2008,Cel,17.9871,122.299437237519,2806036371233.86
2993,France,FRGR2153,2008,mg{O2}/L,1.08333,122.299437237519,2806036371233.86
3003,France,FRGR0287B,2008,Cel,10.9667,122.299437237519,2806036371233.86
3004,France,FRGR0302,2008,mg{O2}/L,2.675,122.299437237519,2806036371233.86
3012,France,FRDR226,2008,[pH],7.631869999999997,122.299437237519,2806036371233.86
3013,France,FRGR2153,2008,Cel,12.3,122.299437237519,2806036371233.86
3017,France,FRGR0007A,2008,mg{O2}/L,1.39167,122.299437237519,2806036371233.86
3020,France,FRDR229,2008,[pH],7.4142899999999985,122.299437237519,2806036371233.86
3026,France,FRDR234B,2008,Cel,16.1962,122.299437237519,2806036371233.86
3028,France,FRDR233,2008,mg{O2}/L,2.42857,122.299437237519,2806036371233.86
3031,France,FRDR227,2008,[pH],7.23868,122.299437237519,2806036371233.86
3033,France,FRDR226,2008,mg{O2}/L,0.7,122.299437237519,2806036371233.86
3035,France,FRDR223,2008,mg{O2}/L,1.7875,122.299437237519,2806036371233.86
3037,France,FRDR216,2008,mg{O2}/L,0.683333,122.299437237519,2806036371233.86
3041,France,FRGR0290,2008,Cel,12.4833,122.299437237519,2806036371233.86
3049,France,FRDR229,2008,mg{O2}/L,0.891667,122.299437237519,2806036371233.86
3052,France,FRDR227,2008,Cel,6.3133300000000006,122.299437237519,2806036371233.86
3054,France,FRDR226,2008,Cel,10.4683,122.299437237519,2806036371233.86
3060,France,FRDR229,2008,Cel,6.92667,122.299437237519,2806036371233.86
3065,France,FRDR223,2008,Cel,17.2217,122.299437237519,2806036371233.86
3069,France,FRGR0007A,2008,Cel,11.8917,122.299437237519,2806036371233.86
3073,France,FRGR0956C,2008,[pH],7.723910000000001,122.299437237519,2806036371233.86
3079,France,FRDR227,2008,mg{O2}/L,0.416667,122.299437237519,2806036371233.86
3083,France,FRDR223,2008,[pH],7.668939999999999,122.299437237519,2806036371233.86
3097,France,FRDR199,2008,Cel,12.8867,122.299437237519,2806036371233.86
3099,France,FRDR197,2008,[pH],7.94722,122.299437237519,2806036371233.86
3101,France,FRDR199,2008,[pH],7.9749,122.299437237519,2806036371233.86
3107,France,FRAR13,2008,Cel,10.9917,122.299437237519,2806036371233.86
3109,France,FRAR05,2008,mg{O2}/L,21.3333,122.299437237519,2806036371233.86
3121,France,FRDR216,2008,Cel,14.4483,122.299437237519,2806036371233.86
3122,France,FRDR213,2008,mg{O2}/L,0.608333,122.299437237519,2806036371233.86
3124,France,FRDR201,2008,mg{O2}/L,0.758333,122.299437237519,2806036371233.86
3131,France,FRDR200,2008,mg{O2}/L,0.408333,122.299437237519,2806036371233.86
3134,France,FRDR197,2008,Cel,11.5917,122.299437237519,2806036371233.86
3139,France,FRDR200,2008,Cel,13.9783,122.299437237519,2806036371233.86
3143,France,FRDR216,2008,[pH],7.94475,122.299437237519,2806036371233.86
3144,France,FRGR0290,2008,[pH],7.25255,122.299437237519,2806036371233.86
3157,France,FRGR0295,2008,[pH],7.17514,122.299437237519,2806036371233.86
3158,France,FRGR1116,2008,Cel,11.25,122.299437237519,2806036371233.86
3167,France,FRDR196A,2008,[pH],7.83074,122.299437237519,2806036371233.86
3168,France,FRDR196B,2008,mg{O2}/L,1.00833,122.299437237519,2806036371233.86
3170,France,FRDR162,2008,Cel,14.025,122.299437237519,2806036371233.86
3174,France,FRAR02,2008,mg{O2}/L,14.8333,122.299437237519,2806036371233.86
3182,France,FRDR188,2008,[pH],7.85635,122.299437237519,2806036371233.86
3185,France,FRDR161B,2008,mg{O2}/L,0.8625,122.299437237519,2806036371233.86
3195,France,FRDR196A,2008,Cel,13.0317,122.299437237519,2806036371233.86
3205,France,FRDR161B,2008,[pH],8.01773,122.299437237519,2806036371233.86
3222,France,FRHR288,2009,[pH],7.94645,122.299437237519,2806036371233.86
3223,France,FRHR290,2009,mg{O2}/L,1.275,122.299437237519,2806036371233.86
3226,France,FRHR284,2009,mg{O2}/L,14.1667,122.299437237519,2806036371233.86
3227,France,FRHR284,2009,[pH],8.39038,122.299437237519,2806036371233.86
3235,France,FRFR154,2009,[pH],7.798789999999999,122.299437237519,2806036371233.86
3237,France,FRFR146,2009,mg{O2}/L,1.3,122.299437237519,2806036371233.86
3240,France,FRHR284,2009,mg{O2}/L,2.075,122.299437237519,2806036371233.86
3249,France,FRHR295-I2129000,2009,mg{O2}/L,7.2825,122.299437237519,2806036371233.86
3256,France,FRHR290,2009,[pH],8.38028,122.299437237519,2806036371233.86
3259,France,FRHR295,2009,mg{O2}/L,13.32,122.299437237519,2806036371233.86
3262,France,FRHR301,2009,[pH],7.74343,122.299437237519,2806036371233.86
3263,France,FRHR303,2009,mg{O2}/L,1.30417,122.299437237519,2806036371233.86
3265,France,FRHR281,2009,Cel,10.4083,122.299437237519,2806036371233.86
3269,Finland,FI14_111_002,2009,Cel,8.4957,18.1485472672831,252692239709.946
3272,Finland,FI14_911_003,2009,Cel,21.0,18.1485472672831,252692239709.946
3273,Finland,FI04_153_003,2009,mg{O2}/L,20.0,18.1485472672831,252692239709.946
3286,Finland,FI04_153_003,2009,[pH],6.8335,18.1485472672831,252692239709.946
3288,Finland,FI14_923_Y01,2009,Cel,8.95,18.1485472672831,252692239709.946
3297,Finland,FI14_221_Y01,2009,Cel,9.15,18.1485472672831,252692239709.946
3300,Finland,FI14_923_Y01,2009,[pH],6.9219,18.1485472672831,252692239709.946
3305,France,FRGR0449,2009,Cel,14.925,122.299437237519,2806036371233.86
3306,France,FRGR0494,2009,mg{O2}/L,2.39167,122.299437237519,2806036371233.86
3307,France,FRHR292-I21-0400,2009,[pH],8.13931,122.299437237519,2806036371233.86
3311,France,FRHR295-I2129000,2009,[pH],7.91628,122.299437237519,2806036371233.86
